category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievancesWithGoodRating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airport,Durgapur,Taxi / Parking,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Gaya,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Gaya,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Gaya,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Gaya,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,MIHAN,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dimapur,Cleanliness / Hygiene,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Dimapur,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dimapur,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Lucknow,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airport,Lucknow,Baggage / Lost &amp; Found ,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Lucknow,Person With Disability,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Lucknow,Retail Shops / Food &amp; Beverage,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Lucknow,Signages / Flight Display,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Lucknow,Staff / Crew behavoiur,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Kochi,Baggage / Lost &amp; Found ,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Kochi,Retail Shops / Food & Beverage,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kochi,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kochi,Staff / Crew behavoiur,4,NA,NA,4,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Kochi,Taxi / Parking,3,NA,NA,3,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Pondicherry,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Pondicherry,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mumbai,NA,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,3,4,4,NA,NA,NA
Airport,Mumbai,Air Conditioning / Maintenance,14,NA,NA,11,11,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,3,14,14,NA,NA,NA
Airport,Mumbai,Retail Shops / Food &amp; Beverage,6,NA,NA,4,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA,NA,NA
Airport,Mumbai,Signages / Flight Display,19,NA,NA,19,19,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,NA,NA
Airport,Shillong,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kolhapur,Baggage / Lost & Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kolhapur,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Kolhapur,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kolhapur,Taxi / Parking,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Visakhapatnam,Air Conditioning / Maintenance,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Visakhapatnam,Baggage / Lost &amp; Found ,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Visakhapatnam,Person With Disability,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Visakhapatnam,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Visakhapatnam,Seating / Waiting Area,11,NA,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airport,Visakhapatnam,Taxi / Parking,17,NA,NA,17,17,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,NA
Airport,Amritsar,Air Conditioning / Maintenance,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Amritsar,Baggage / Lost & Found ,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Amritsar,Baggage / Lost &amp; Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Amritsar,Other,10,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,NA,NA,NA
Airport,Amritsar,Retail Shops / Food & Beverage,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Amritsar,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Amritsar,Signages / Flight Display,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Amritsar,Staff / Crew behavoiur,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Amritsar,Trolly / Ameniites / Buggy / Wifi,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Salem,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Leh,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Leh,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Leh,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Leh,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Leh,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Leh,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Imphal,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Imphal,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Imphal,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Rajahmundry,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Rajahmundry,Cleanliness / Hygiene,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Rajahmundry,Other,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Rajahmundry,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Rajahmundry,Seating / Waiting Area,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Rajahmundry,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Patna,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airport,Patna,Baggage / Lost &amp; Found ,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Patna,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Patna,Retail Shops / Food & Beverage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Patna,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airport,Agra,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Agra,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Agra,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Agra,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Agra,Retail Shops / Food & Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Agra,Taxi / Parking,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kalaburgi (Gulbarga),Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jodhpur,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jodhpur,Other,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Jodhpur,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jodhpur,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jodhpur,Trolly / Ameniites / Buggy / Wifi,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Gorakhpur,Baggage / Lost &amp; Found ,3,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Ludhiana,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Ludhiana,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dehradun,Cleanliness / Hygiene,2,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Dehradun,Other,12,NA,NA,12,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA
Airport,Dehradun,Retail Shops / Food &amp; Beverage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Dehradun,Seating / Waiting Area,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Dehradun,Trolly / Ameniites / Buggy / Wifi,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Port Blair,Cleanliness / Hygiene,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Port Blair,Other,9,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airport,Port Blair,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Port Blair,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Port Blair,Seating / Waiting Area,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Port Blair,Signages / Flight Display,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Port Blair,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Muzzafarpur,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Muzzafarpur,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kannur International Airport,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kannur International Airport,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kannur International Airport,Taxi / Parking,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kannur International Airport,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Ahmedabad,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Ahmedabad,Baggage / Lost &amp; Found ,9,NA,NA,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,9,9,NA,NA,NA
Airport,Ahmedabad,Person With Disability,8,NA,NA,6,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Ahmedabad,Signages / Flight Display,15,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA
Airport,Bhuj,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jaipur,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airport,Jaipur,Air Conditioning / Maintenance,8,NA,NA,6,6,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Jaipur,Baggage / Lost & Found ,11,NA,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airport,Jaipur,Baggage / Lost &amp; Found ,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Jaipur,Person With Disability,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Jaipur,Retail Shops / Food & Beverage,10,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA
Airport,Jaipur,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Jaipur,Seating / Waiting Area,15,1,NA,13,13,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA
Airport,Jaipur,Signages / Flight Display,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Jaipur,Staff / Crew behavoiur,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Jaipur,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bengaluru,Person With Disability,6,NA,NA,4,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA,NA,NA
Airport,Bengaluru,Retail Shops / Food &amp; Beverage,4,NA,NA,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Bengaluru,Seating / Waiting Area,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Bengaluru,Signages / Flight Display,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Bengaluru,Taxi / Parking,23,NA,NA,23,23,NA,NA,23,NA,NA,NA,NA,NA,NA,1,NA,1,23,23,NA,NA,NA
Airport,Vijayawada,Air Conditioning / Maintenance,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Vijayawada,Baggage / Lost & Found ,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Vijayawada,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Vijayawada,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Vijayawada,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Vijayawada,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Vijayawada,Trolly / Ameniites / Buggy / Wifi,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Ranchi,Air Conditioning / Maintenance,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Ranchi,Baggage / Lost & Found ,9,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airport,Ranchi,Baggage / Lost &amp; Found ,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Ranchi,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Ranchi,Retail Shops / Food & Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Ranchi,Seating / Waiting Area,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Ranchi,Trolly / Ameniites / Buggy / Wifi,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Sholapur,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Indore,Air Conditioning / Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Indore,Baggage / Lost & Found ,6,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Indore,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Indore,Seating / Waiting Area,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Indore,Signages / Flight Display,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Indore,Staff / Crew behavoiur,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Indore,Trolly / Ameniites / Buggy / Wifi,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Vadodara,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Vadodara,Baggage / Lost &amp; Found ,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Vadodara,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Vadodara,Retail Shops / Food & Beverage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Vadodara,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Vadodara,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Vadodara,Taxi / Parking,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Vadodara,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Silchar,Baggage / Lost & Found ,14,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,1,NA,1,14,14,NA,NA,NA
Airport,Silchar,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Silchar,Other,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Silchar,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Silchar,Trolly / Ameniites / Buggy / Wifi,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Porbandar,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Porbandar,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Allahabad,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Allahabad,Taxi / Parking,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Allahabad,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Raipur,Baggage / Lost &amp; Found ,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Raipur,Signages / Flight Display,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Raipur,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Tuticorin,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tuticorin,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
